Date,Open,High,Low,Close,Adj Close,Volume
2022-09-14,0.998203,1.002275,0.996363,0.998203,0.998203,0
2022-09-15,0.998403,1.001793,0.995748,0.998403,0.998403,0
2022-09-16,0.998831,1.003563,0.994580,0.998831,0.998831,0
2022-09-19,1.002235,1.002808,0.996681,1.002235,1.002235,0
2022-09-20,1.002959,1.005025,0.995708,1.002959,1.002959,0
2022-09-21,0.997079,0.997407,0.986914,0.997079,0.997079,0
2022-09-22,0.983072,0.990619,0.981104,0.983072,0.983072,0
2022-09-23,0.984155,0.985222,0.970393,0.984155,0.984155,0
2022-09-26,0.968992,0.969989,0.958231,0.968992,0.968992,0
2022-09-27,0.962371,0.967006,0.959453,0.962371,0.962371,0
2022-09-28,0.959619,0.968626,0.954016,0.959619,0.959619,0
2022-09-29,0.970817,0.978732,0.963828,0.970817,0.970817,0
2022-09-30,0.982956,0.984999,0.973606,0.982956,0.982956,0
2022-10-03,0.979269,0.984426,0.975362,0.979269,0.979269,0
2022-10-04,0.983207,0.998014,0.980671,0.983207,0.983207,0
2022-10-05,0.998432,0.999420,0.983545,0.998432,0.998432,0
2022-10-06,0.991100,0.992635,0.978933,0.991100,0.991100,0
2022-10-07,0.978905,0.981605,0.973170,0.978905,0.978905,0
2022-10-10,0.973501,0.975229,0.968251,0.973501,0.973501,0
2022-10-11,0.971006,0.975810,0.967399,0.971006,0.971006,0
2022-10-12,0.970017,0.973302,0.966968,0.970017,0.970017,0
2022-10-13,0.970798,0.979509,0.963595,0.970798,0.970798,0
2022-10-14,0.975134,0.980383,0.970949,0.975134,0.975134,0
2022-10-17,0.973937,0.984707,0.972450,0.973937,0.973937,0
2022-10-18,0.984640,0.987362,0.981460,0.984640,0.984640,0
2022-10-19,0.986388,0.986699,0.976019,0.986388,0.986388,0
2022-10-20,0.976648,0.984514,0.975553,0.976648,0.976648,0
2022-10-21,0.977890,0.985698,0.970732,0.977890,0.977890,0
2022-10-24,0.986009,0.988963,0.980892,0.986009,0.986009,0
2022-10-25,0.988650,0.997536,0.985222,0.988650,0.988650,0
2022-10-26,0.996373,1.008054,0.994461,0.996373,0.996373,0
2022-10-27,1.009194,1.009489,0.997646,1.009194,1.009194,0
2022-10-28,0.996780,0.999900,0.993147,0.996780,0.996780,0
2022-10-31,0.995500,0.996810,0.987352,0.995500,0.995500,0
2022-11-01,0.988631,0.995163,0.986213,0.988631,0.988631,0
2022-11-02,0.987791,0.991355,0.986758,0.987791,0.987791,0
2022-11-03,0.981441,0.983961,0.973122,0.981441,0.981441,0
2022-11-04,0.974963,0.993818,0.974849,0.974963,0.974963,0
2022-11-07,0.992881,1.000500,0.991945,0.992881,0.992881,0
2022-11-08,1.001863,1.009418,0.997606,1.001863,1.001863,0
2022-11-09,1.008085,1.008878,1.001252,1.008085,1.008085,0
2022-11-10,1.001954,1.018299,0.993779,1.001954,1.001954,0
2022-11-11,1.019222,1.033837,1.016622,1.019222,1.019222,0
2022-11-14,1.032855,1.035025,1.027359,1.032855,1.032855,0
2022-11-15,1.031928,1.047548,1.031385,1.031928,1.031928,0
2022-11-16,1.035786,1.043732,1.033645,1.035786,1.035786,0
2022-11-17,1.039501,1.040572,1.030949,1.039501,1.039501,0
2022-11-18,1.036173,1.039587,1.032802,1.036173,1.036173,0
2022-11-21,1.033090,1.033325,1.022704,1.033090,1.033090,0
2022-11-22,1.024569,1.029018,1.024338,1.024569,1.024569,0
2022-11-23,1.031109,1.038206,1.029813,1.031109,1.031109,0
2022-11-24,1.041623,1.044823,1.038368,1.041623,1.041623,0
2022-11-25,1.040810,1.042905,1.035615,1.040810,1.040810,0
2022-11-28,1.036753,1.049670,1.034244,1.036753,1.036753,0
2022-11-29,1.034554,1.039415,1.032546,1.034554,1.034554,0
2022-11-30,1.032450,1.039458,1.029230,1.032450,1.032450,0
2022-12-01,1.042535,1.053141,1.039793,1.042535,1.042535,0
2022-12-02,1.052842,1.054519,1.043417,1.052842,1.052842,0
2022-12-05,1.054419,1.059412,1.049241,1.054419,1.054419,0
2022-12-06,1.049692,1.053208,1.047702,1.049692,1.049692,0
2022-12-07,1.046901,1.054619,1.044376,1.046901,1.046901,0
2022-12-08,1.051326,1.056312,1.049164,1.051326,1.051326,0
2022-12-09,1.055966,1.058840,1.052000,1.055966,1.055966,0
2022-12-12,1.052222,1.057921,1.050707,1.052222,1.052222,0
2022-12-13,1.054174,1.066894,1.052931,1.054174,1.054174,0
2022-12-14,1.062665,1.066985,1.062011,1.062665,1.062665,0
2022-12-15,1.067635,1.072559,1.060738,1.067635,1.067635,0
2022-12-16,1.064056,1.066325,1.059940,1.064056,1.064056,0
2022-12-19,1.058504,1.065900,1.057720,1.058504,1.058504,0
2022-12-20,1.061458,1.065553,1.058067,1.061458,1.061458,0
2022-12-21,1.062699,1.064351,1.059704,1.062699,1.062699,0
2022-12-22,1.061008,1.065746,1.058403,1.061008,1.061008,0
2022-12-23,1.060333,1.063117,1.058795,1.060333,1.060333,0
2022-12-26,1.066780,1.063717,1.060895,1.066780,1.066780,0
2022-12-27,1.064022,1.066900,1.061244,1.064022,1.064022,0
2022-12-28,1.063717,1.067430,1.061391,1.063717,1.063717,0
2022-12-29,1.062925,1.067019,1.061233,1.062925,1.062925,0
2022-12-30,1.066075,1.069793,1.063920,1.066075,1.066075,0
2023-01-02,1.070973,1.071237,1.065326,1.070973,1.070973,0
2023-01-03,1.067771,1.068262,1.052155,1.067771,1.067771,0
2023-01-04,1.054685,1.063151,1.054596,1.054685,1.054685,0
2023-01-05,1.060637,1.063264,1.051558,1.060637,1.060637,0
2023-01-06,1.052222,1.062225,1.048526,1.052222,1.052222,0
2023-01-09,1.065632,1.075951,1.065280,1.065632,1.065632,0
2023-01-10,1.073318,1.075685,1.071318,1.073318,1.073318,0
2023-01-11,1.073895,1.077470,1.072685,1.073895,1.073895,0
2023-01-12,1.076600,1.083835,1.073802,1.076600,1.076600,0
2023-01-13,1.086024,1.086779,1.078063,1.086024,1.086024,0
2023-01-16,1.082462,1.087548,1.080264,1.082462,1.082462,0
2023-01-17,1.083013,1.086909,1.078702,1.083013,1.083013,0
2023-01-18,1.079331,1.088447,1.076704,1.079331,1.079331,0
2023-01-19,1.079785,1.083306,1.078295,1.079785,1.079785,0
2023-01-20,1.083388,1.085658,1.080462,1.083388,1.083388,0
2023-01-23,1.086472,1.091953,1.084752,1.086508,1.086508,0
2023-01-24,1.087429,1.089681,1.083929,1.087429,1.087429,0
2023-01-25,1.088815,1.092263,1.085812,1.088815,1.088815,0
2023-01-26,1.092204,1.093255,1.085164,1.092204,1.092204,0
2023-01-27,1.089443,1.090156,1.083882,1.089443,1.089443,0
2023-01-30,1.087146,1.091501,1.085458,1.087146,1.087146,0
2023-01-31,1.085069,1.086838,1.080415,1.085069,1.085069,0
2023-02-01,1.086095,1.092443,1.085293,1.086095,1.086095,0
2023-02-02,1.101285,1.102657,1.088767,1.101285,1.101285,0
2023-02-03,1.090513,1.094068,1.081105,1.090513,1.090513,0
2023-02-06,1.079086,1.080030,1.071834,1.079086,1.079086,0
2023-02-07,1.073076,1.074600,1.066951,1.073076,1.073076,0
2023-02-08,1.072973,1.076021,1.071685,1.072973,1.072973,0
2023-02-09,1.071582,1.079040,1.071157,1.071582,1.071582,0
2023-02-10,1.074229,1.075176,1.066928,1.074229,1.074229,0
2023-02-13,1.069061,1.071352,1.065984,1.071237,1.071237,0
